county,date,rooms,rooms_occupied,trailers_requested,trailers_delivered,donated_trailers_delivered
Colusa County,10/8/2020,,,,,
Contra Costa County,10/8/2020,549,495,,,
Del Norte County,10/8/2020,29,28,,,
El Dorado County,10/8/2020,46,43,,,
Fresno County,10/8/2020,365,346,28,28,
Glenn County,10/8/2020,,,,,
Humboldt County,10/8/2020,74,45,15,,
Imperial County,10/8/2020,136,29,80,79,
Inyo County,10/8/2020,,,,,
Kern County,10/8/2020,,,15,15,
Kings County,10/8/2020,64,58,,,
Lake County,10/8/2020,,,,,
Lassen County,10/8/2020,,,,,
Los Angeles County,10/8/2020,4697,3554,651,651,
Madera County ,10/8/2020,23,,,,
Marin County ,10/8/2020,128,76,44,,
Mariposa County,10/8/2020,,,,,
Mendocino County,10/8/2020,27,,,,
Merced County,10/8/2020,75,25,,,
Modoc County,10/8/2020,,,,,
Mono County,10/8/2020,,,,,
Monterey County,10/8/2020,133,81,108,15,
Napa County ,10/8/2020,111,99,18,12,
Nevada County ,10/8/2020,56,,,,
Orange County,10/8/2020,692,551,78,78,
Placer County,10/8/2020,68,56,12,12,
Plumas County,10/8/2020,,,,,
Riverside County,10/8/2020,283,283,15,15,
Sacramento County,10/8/2020,382,375,63,63,
San Benito County,10/8/2020,,,,,
San Bernardino County,10/8/2020,427,427,20,,20
San Diego County,10/8/2020,1327,117,44,44,
San Francisco,10/8/2020,2731,1982,91,91,
San Joaquin County,10/8/2020,73,65,,,
San Luis Obispo County,10/8/2020,155,,14,14,
San Mateo County,10/8/2020,168,168,,,
Santa Barbara County,10/8/2020,113,61,,,
Santa Clara County,10/8/2020,837,591,105,12,
Santa Cruz County,10/8/2020,241,148,35,,12
Shasta County,10/8/2020,90,86,,,
Sierra County,10/8/2020,,,,,
Siskiyou County,10/8/2020,,,,,
Solano County,10/8/2020,127,115,,,
Sonoma County,10/8/2020,94,78,24,24,
Stanislaus County,10/8/2020,123,72,,,
Sutter County,10/8/2020,21,15,,,
Tehama County,10/8/2020,,,,,
Trinity County,10/8/2020,,,,,
Tulare County,10/8/2020,133,85,,,
Tuolumne County,10/8/2020,21,21,,,
Ventura County,10/8/2020,341,144,,,
Yolo County,10/8/2020,156,139,,,
Yuba County,10/8/2020,,,,,
Wilton Rancheria Tribe,10/8/2020,,,,,
Bishop Paiute Tribal Council,10/8/2020,,,,,
Alameda County,10/9/2020,973,793,91,91,
Alpine County,10/9/2020,,,,,
Amador County,10/9/2020,,,,,
Butte County,10/9/2020,106,106,,,
Calaveras County,10/9/2020,29,,,,
Colusa County,10/9/2020,,,,,
Contra Costa County,10/9/2020,549,493,,,
Del Norte County,10/9/2020,29,28,,,
El Dorado County,10/9/2020,46,43,,,
Fresno County,10/9/2020,365,346,28,28,
Glenn County,10/9/2020,,,,,
Humboldt County,10/9/2020,74,45,15,,
Imperial County,10/9/2020,136,29,80,79,
Inyo County,10/9/2020,,,,,
Kern County,10/9/2020,,,15,15,
Kings County,10/9/2020,64,58,,,
Lake County,10/9/2020,,,,,
Lassen County,10/9/2020,,,,,
Los Angeles County,10/9/2020,4697,3554,651,651,
Madera County ,10/9/2020,23,,,,
Marin County ,10/9/2020,128,76,44,,
Mariposa County,10/9/2020,,,,,
Mendocino County,10/9/2020,28,,,,
Merced County,10/9/2020,75,25,,,
Modoc County,10/9/2020,,,,,
Mono County,10/9/2020,,,,,
Monterey County,10/9/2020,133,81,108,15,
Napa County ,10/9/2020,111,99,18,12,
Nevada County ,10/9/2020,56,,,,
Orange County,10/9/2020,692,551,78,78,
Placer County,10/9/2020,68,56,12,12,
Plumas County,10/9/2020,,,,,
Riverside County,10/9/2020,282,282,15,15,
Sacramento County,10/9/2020,382,375,63,63,
San Benito County,10/9/2020,,,,,
San Bernardino County,10/9/2020,427,427,20,,20
San Diego County,10/9/2020,1327,121,44,44,
San Francisco,10/9/2020,2731,1987,91,91,
San Joaquin County,10/9/2020,73,65,,,
San Luis Obispo County,10/9/2020,155,,14,14,
San Mateo County,10/9/2020,168,168,,,
Santa Barbara County,10/9/2020,113,61,,,
Santa Clara County,10/9/2020,837,591,105,12,
Santa Cruz County,10/9/2020,241,146,35,,12
Shasta County,10/9/2020,91,86,,,
Sierra County,10/9/2020,,,,,
Siskiyou County,10/9/2020,,,,,
Solano County,10/9/2020,127,115,,,
Sonoma County,10/9/2020,94,78,24,24,
Stanislaus County,10/9/2020,123,71,,,
Sutter County,10/9/2020,21,15,,,
Tehama County,10/9/2020,,,,,
Trinity County,10/9/2020,,,,,
Tulare County,10/9/2020,133,86,,,
Tuolumne County,10/9/2020,21,21,,,
Ventura County,10/9/2020,341,144,,,
Yolo County,10/9/2020,156,140,,,
Yuba County,10/9/2020,,,,,
Wilton Rancheria Tribe,10/9/2020,,,,,
Bishop Paiute Tribal Council,10/9/2020,,,,,
Alameda County,10/12/2020,973,800,91,91,
Alpine County,10/12/2020,,,,,
Amador County,10/12/2020,,,,,
Butte County,10/12/2020,106,106,,,
Calaveras County,10/12/2020,29,,,,
Colusa County,10/12/2020,,,,,
Contra Costa County,10/12/2020,549,472,,,
Del Norte County,10/12/2020,29,28,,,
El Dorado County,10/12/2020,46,43,,,
Fresno County,10/12/2020,363,348,28,28,
Glenn County,10/12/2020,,,,,
Humboldt County,10/12/2020,74,45,15,,
Imperial County,10/12/2020,136,29,80,79,
Inyo County,10/12/2020,,,,,
Kern County,10/12/2020,,,15,15,
Kings County,10/12/2020,64,58,,,
Lake County,10/12/2020,,,,,
Lassen County,10/12/2020,,,,,
Los Angeles County,10/12/2020,4564,3508,651,651,
Madera County ,10/12/2020,23,,,,
Marin County ,10/12/2020,128,73,44,,
Mariposa County,10/12/2020,,,,,
Mendocino County,10/12/2020,,,,,
Merced County,10/12/2020,75,25,,,
Modoc County,10/12/2020,,,,,
Mono County,10/12/2020,,,,,
Monterey County,10/12/2020,133,83,108,15,
Napa County ,10/12/2020,111,99,18,12,
Nevada County ,10/12/2020,56,,,,
Orange County,10/12/2020,692,531,78,78,
Placer County,10/12/2020,68,56,12,12,
Plumas County,10/12/2020,,,,,
Riverside County,10/12/2020,280,280,15,15,
Sacramento County,10/12/2020,382,375,63,63,
San Benito County,10/12/2020,,,,,
San Bernardino County,10/12/2020,427,427,20,,20
San Diego County,10/12/2020,1327,121,44,44,
San Francisco,10/12/2020,2731,1989,91,91,
San Joaquin County,10/12/2020,73,64,,,
San Luis Obispo County,10/12/2020,155,,14,14,
San Mateo County,10/12/2020,167,167,,,
Santa Barbara County,10/12/2020,113,59,,,
Santa Clara County,10/12/2020,837,591,105,12,
Santa Cruz County,10/12/2020,241,148,35,,12
Shasta County,10/12/2020,91,86,,,
Sierra County,10/12/2020,,,,,
Siskiyou County,10/12/2020,,,,,
Solano County,10/12/2020,127,115,,,
Sonoma County,10/12/2020,94,78,24,24,
Stanislaus County,10/12/2020,123,70,,,
Sutter County,10/12/2020,21,15,,,
Tehama County,10/12/2020,,,,,
Trinity County,10/12/2020,,,,,
Tulare County,10/12/2020,133,87,,,
Tuolumne County,10/12/2020,21,21,,,
Ventura County,10/12/2020,341,144,,,
Yolo County,10/12/2020,156,139,,,
Yuba County,10/12/2020,,,,,
Wilton Rancheria Tribe,10/12/2020,,,,,
Bishop Paiute Tribal Council,10/12/2020,,,,,
Alameda County,10/13/2020,973,808,91,91,
Alpine County,10/13/2020,,,,,
Amador County,10/13/2020,,,,,
Butte County,10/13/2020,106,106,,,
Calaveras County,10/13/2020,29,,,,
Colusa County,10/13/2020,,,,,
Contra Costa County,10/13/2020,551,489,,,
Del Norte County,10/13/2020,29,28,,,
El Dorado County,10/13/2020,46,43,,,
Fresno County,10/13/2020,363,348,28,28,
Glenn County,10/13/2020,,,,,
Humboldt County,10/13/2020,74,45,15,,
Imperial County,10/13/2020,136,27,80,79,
Inyo County,10/13/2020,,,,,
Kern County,10/13/2020,,,15,15,
Kings County,10/13/2020,64,58,,,
Lake County,10/13/2020,,,,,
Lassen County,10/13/2020,,,,,
Los Angeles County,10/13/2020,4563,3491,651,651,
Madera County ,10/13/2020,23,,,,
Marin County ,10/13/2020,85,68,44,,
Mariposa County,10/13/2020,,,,,
Mendocino County,10/13/2020,,,,,
Merced County,10/13/2020,75,25,,,
Modoc County,10/13/2020,,,,,
Mono County,10/13/2020,,,,,
Monterey County,10/13/2020,133,83,108,15,
Napa County ,10/13/2020,111,99,18,12,
Nevada County ,10/13/2020,56,,,,
Orange County,10/13/2020,692,531,78,78,
Placer County,10/13/2020,68,56,12,12,
Plumas County,10/13/2020,,,,,
Riverside County,10/13/2020,280,280,15,15,
Sacramento County,10/13/2020,382,375,63,63,
San Benito County,10/13/2020,,,,,
San Bernardino County,10/13/2020,427,427,20,,20
San Diego County,10/13/2020,1327,121,44,44,
San Francisco,10/13/2020,2731,1989,91,91,
San Joaquin County,10/13/2020,73,63,,,
San Luis Obispo County,10/13/2020,155,,14,14,
San Mateo County,10/13/2020,167,167,,,
Santa Barbara County,10/13/2020,113,58,,,
Santa Clara County,10/13/2020,837,579,105,12,
Santa Cruz County,10/13/2020,241,149,35,,12
Shasta County,10/13/2020,91,86,,,
Sierra County,10/13/2020,,,,,
Siskiyou County,10/13/2020,,,,,
Solano County,10/13/2020,127,115,,,
Sonoma County,10/13/2020,94,78,24,24,
Stanislaus County,10/13/2020,122,69,,,
Sutter County,10/13/2020,21,15,,,
Tehama County,10/13/2020,,,,,
Trinity County,10/13/2020,,,,,
Tulare County,10/13/2020,133,88,,,
Tuolumne County,10/13/2020,21,21,,,
Ventura County,10/13/2020,341,144,,,
Yolo County,10/13/2020,156,140,,,
Yuba County,10/13/2020,,,,,
Wilton Rancheria Tribe,10/13/2020,,,,,
Bishop Paiute Tribal Council,10/13/2020,,,,,
Alameda County,10/14/2020,973,796,91,91,
Alpine County,10/14/2020,,,,,
Amador County,10/14/2020,,,,,
Butte County,10/14/2020,105,105,,,
Calaveras County,10/14/2020,29,,,,
Colusa County,10/14/2020,,,,,
Contra Costa County,10/14/2020,549,489,,,
Del Norte County,10/14/2020,29,28,,,
El Dorado County,10/14/2020,46,43,,,
Fresno County,10/14/2020,363,348,28,28,
Glenn County,10/14/2020,,,,,
Humboldt County,10/14/2020,74,45,15,,
Imperial County,10/14/2020,136,28,80,79,
Inyo County,10/14/2020,,,,,
Kern County,10/14/2020,,,15,15,
Kings County,10/14/2020,64,58,,,
Lake County,10/14/2020,,,,,
Lassen County,10/14/2020,,,,,
Los Angeles County,10/14/2020,4563,3477,651,651,
Madera County ,10/14/2020,23,,,,
Marin County ,10/14/2020,85,69,44,,
Mariposa County,10/14/2020,,,,,
Mendocino County,10/14/2020,,,,,
Merced County,10/14/2020,75,17,,,
Modoc County,10/14/2020,,,,,
Mono County,10/14/2020,,,,,
Monterey County,10/14/2020,133,83,108,15,
Napa County ,10/14/2020,111,99,18,12,
Nevada County ,10/14/2020,56,,,,
Orange County,10/14/2020,692,442,78,78,
Placer County,10/14/2020,68,56,12,12,
Plumas County,10/14/2020,,,,,
Riverside County,10/14/2020,278,278,15,15,
Sacramento County,10/14/2020,382,375,63,63,
San Benito County,10/14/2020,,,,,
San Bernardino County,10/14/2020,427,427,20,,20
San Diego County,10/14/2020,828,119,44,44,
San Francisco,10/14/2020,2731,1989,91,91,
San Joaquin County,10/14/2020,73,63,,,
San Luis Obispo County,10/14/2020,155,,14,14,
San Mateo County,10/14/2020,168,168,,,
Santa Barbara County,10/14/2020,113,59,,,
Santa Clara County,10/14/2020,837,580,105,12,
Santa Cruz County,10/14/2020,241,148,35,,12
Shasta County,10/14/2020,91,86,,,
Sierra County,10/14/2020,,,,,
Siskiyou County,10/14/2020,,,,,
Solano County,10/14/2020,127,113,,,
Sonoma County,10/14/2020,94,78,24,24,
Stanislaus County,10/14/2020,123,70,,,
Sutter County,10/14/2020,21,15,,,
Tehama County,10/14/2020,,,,,
Trinity County,10/14/2020,,,,,
Tulare County,10/14/2020,133,86,,,
Tuolumne County,10/14/2020,21,21,,,
Ventura County,10/14/2020,341,144,,,
Yolo County,10/14/2020,156,141,,,
Yuba County,10/14/2020,,,,,
Wilton Rancheria Tribe,10/14/2020,,,,,
Bishop Paiute Tribal Council,10/14/2020,,,,,
Alameda County,10/15/2020,973,794,91,91,
Alpine County,10/15/2020,,,,,
Amador County,10/15/2020,,,,,
Butte County,10/15/2020,105,105,,,
Calaveras County,10/15/2020,29,,,,
Colusa County,10/15/2020,,,,,
Contra Costa County,10/15/2020,549,491,,,
Del Norte County,10/15/2020,29,28,,,
El Dorado County,10/15/2020,46,43,,,
Fresno County,10/15/2020,363,348,28,28,
Glenn County,10/15/2020,,,,,
Humboldt County,10/15/2020,74,45,15,,
Imperial County,10/15/2020,136,26,80,79,
Inyo County,10/15/2020,,,,,
Kern County,10/15/2020,,,15,15,
Kings County,10/15/2020,64,58,,,
Lake County,10/15/2020,,,,,
Lassen County,10/15/2020,,,,,
Los Angeles County,10/15/2020,4563,3477,651,651,
Madera County ,10/15/2020,23,,,,
Marin County ,10/15/2020,85,69,44,,
Mariposa County,10/15/2020,,,,,
Mendocino County,10/15/2020,,,,,
Merced County,10/15/2020,75,17,,,
Modoc County,10/15/2020,,,,,
Mono County,10/15/2020,,,,,
Monterey County,10/15/2020,133,83,108,15,
Napa County ,10/15/2020,111,99,18,12,
Nevada County ,10/15/2020,56,,,,
Orange County,10/15/2020,692,442,78,78,
Placer County,10/15/2020,68,57,12,12,
Plumas County,10/15/2020,,,,,
Riverside County,10/15/2020,273,273,15,15,
Sacramento County,10/15/2020,382,375,63,63,
San Benito County,10/15/2020,,,,,
San Bernardino County,10/15/2020,427,427,20,,20
San Diego County,10/15/2020,828,119,44,44,
San Francisco,10/15/2020,2731,1989,91,91,
San Joaquin County,10/15/2020,73,63,,,
San Luis Obispo County,10/15/2020,155,,14,14,
San Mateo County,10/15/2020,169,169,,,
Santa Barbara County,10/15/2020,113,59,,,
Santa Clara County,10/15/2020,837,583,105,12,
Santa Cruz County,10/15/2020,241,149,35,,12
Shasta County,10/15/2020,91,86,,,
Sierra County,10/15/2020,,,,,
Siskiyou County,10/15/2020,,,,,
Solano County,10/15/2020,127,113,,,
Sonoma County,10/15/2020,94,78,24,24,
Stanislaus County,10/15/2020,123,69,,,
Sutter County,10/15/2020,21,15,,,
Tehama County,10/15/2020,,,,,
Trinity County,10/15/2020,,,,,
Tulare County,10/15/2020,133,87,,,
Tuolumne County,10/15/2020,21,21,,,
Ventura County,10/15/2020,341,144,,,
Yolo County,10/15/2020,156,142,,,
Yuba County,10/15/2020,,,,,
Wilton Rancheria Tribe,10/15/2020,,,,,
Bishop Paiute Tribal Council,10/15/2020,,,,,
Alameda County,10/16/2020,973,792,91,91,
Alpine County,10/16/2020,,,,,
Amador County,10/16/2020,,,,,
Butte County,10/16/2020,105,105,,,
Calaveras County,10/16/2020,29,,,,
Colusa County,10/16/2020,,,,,
Contra Costa County,10/16/2020,549,489,,,
Del Norte County,10/16/2020,29,28,,,
El Dorado County,10/16/2020,46,43,,,
Fresno County,10/16/2020,363,348,28,28,
Glenn County,10/16/2020,,,,,
Humboldt County,10/16/2020,74,45,15,,
Imperial County,10/16/2020,136,26,80,79,
Inyo County,10/16/2020,,,,,
Kern County,10/16/2020,,,15,15,
Kings County,10/16/2020,64,58,,,
Lake County,10/16/2020,,,,,
Lassen County,10/16/2020,,,,,
Los Angeles County,10/16/2020,4563,3482,651,651,
Madera County ,10/16/2020,23,,,,
Marin County ,10/16/2020,85,69,44,,
Mariposa County,10/16/2020,,,,,
Mendocino County,10/16/2020,,,,,
Merced County,10/16/2020,75,17,,,
Modoc County,10/16/2020,,,,,
Mono County,10/16/2020,,,,,
Monterey County,10/16/2020,133,83,108,15,
Napa County ,10/16/2020,111,99,18,12,
Nevada County ,10/16/2020,56,,,,
Orange County,10/16/2020,692,356,78,78,
Placer County,10/16/2020,68,57,12,12,
Plumas County,10/16/2020,,,,,
Riverside County,10/16/2020,274,274,15,15,
Sacramento County,10/16/2020,382,375,63,63,
San Benito County,10/16/2020,,,,,
San Bernardino County,10/16/2020,427,427,20,,20
San Diego County,10/16/2020,828,124,44,44,
San Francisco,10/16/2020,2731,1989,91,91,
San Joaquin County,10/16/2020,73,63,,,
San Luis Obispo County,10/16/2020,155,,14,14,
San Mateo County,10/16/2020,169,169,,,
Santa Barbara County,10/16/2020,113,60,,,
Santa Clara County,10/16/2020,837,583,105,12,
Santa Cruz County,10/16/2020,241,149,35,,12
Shasta County,10/16/2020,91,86,,,
Sierra County,10/16/2020,,,,,
Siskiyou County,10/16/2020,,,,,
Solano County,10/16/2020,127,113,,,
Sonoma County,10/16/2020,94,78,24,24,
Stanislaus County,10/16/2020,123,69,,,
Sutter County,10/16/2020,21,15,,,
Tehama County,10/16/2020,,,,,
Trinity County,10/16/2020,,,,,
Tulare County,10/16/2020,133,87,,,
Tuolumne County,10/16/2020,21,21,,,
Ventura County,10/16/2020,341,144,,,
Yolo County,10/16/2020,156,144,,,
Yuba County,10/16/2020,,,,,
Wilton Rancheria Tribe,10/16/2020,,,,,
Bishop Paiute Tribal Council,10/16/2020,,,,,
Alameda County,10/19/2020,973,792,91,91,
Alpine County,10/19/2020,,,,,
Amador County,10/19/2020,,,,,
Butte County,10/19/2020,105,105,,,
Calaveras County,10/19/2020,29,,,,
Colusa County,10/19/2020,,,,,
Contra Costa County,10/19/2020,549,490,,,
Del Norte County,10/19/2020,29,29,,,
El Dorado County,10/19/2020,46,43,,,
Fresno County,10/19/2020,363,348,28,28,
Glenn County,10/19/2020,,,,,
Humboldt County,10/19/2020,74,45,15,,
Imperial County,10/19/2020,136,26,80,79,
Inyo County,10/19/2020,,,,,
Kern County,10/19/2020,,,15,15,
Kings County,10/19/2020,64,58,,,
Lake County,10/19/2020,,,,,
Lassen County,10/19/2020,,,,,
Los Angeles County,10/19/2020,4562,3472,651,651,
Madera County ,10/19/2020,23,,,,
Marin County ,10/19/2020,85,71,44,,
Mariposa County,10/19/2020,,,,,
Mendocino County,10/19/2020,,,,,
Merced County,10/19/2020,75,17,,,
Modoc County,10/19/2020,,,,,
Mono County,10/19/2020,,,,,
Monterey County,10/19/2020,133,83,108,15,
Napa County ,10/19/2020,111,99,18,12,
Nevada County ,10/19/2020,56,,,,
Orange County,10/19/2020,692,335,78,78,
Placer County,10/19/2020,68,57,12,12,
Plumas County,10/19/2020,,,,,
Riverside County,10/19/2020,274,274,15,15,
Sacramento County,10/19/2020,382,370,63,63,
San Benito County,10/19/2020,,,,,
San Bernardino County,10/19/2020,427,427,20,,20
San Diego County,10/19/2020,828,122,44,44,
San Francisco,10/19/2020,2731,1995,91,91,
San Joaquin County,10/19/2020,73,63,,,
San Luis Obispo County,10/19/2020,155,,14,14,
San Mateo County,10/19/2020,168,168,,,
Santa Barbara County,10/19/2020,95,56,,,
Santa Clara County,10/19/2020,837,558,105,12,
Santa Cruz County,10/19/2020,241,150,35,,12
Shasta County,10/19/2020,93,90,,,
Sierra County,10/19/2020,,,,,
Siskiyou County,10/19/2020,,,,,
Solano County,10/19/2020,127,113,,,
Sonoma County,10/19/2020,94,78,24,24,
Stanislaus County,10/19/2020,123,69,,,
Sutter County,10/19/2020,21,15,,,
Tehama County,10/19/2020,,,,,
Trinity County,10/19/2020,,,,,
Tulare County,10/19/2020,133,87,,,
Tuolumne County,10/19/2020,21,21,,,
Ventura County,10/19/2020,341,144,,,
Yolo County,10/19/2020,156,145,,,
Yuba County,10/19/2020,,,,,
Wilton Rancheria Tribe,10/19/2020,,,,,
Bishop Paiute Tribal Council,10/19/2020,,,,,
Alameda County,10/20/2020,973,792,91,91,
Alpine County,10/20/2020,,,,,
Amador County,10/20/2020,,,,,
Butte County,10/20/2020,105,105,,,
Calaveras County,10/20/2020,29,,,,
Colusa County,10/20/2020,,,,,
Contra Costa County,10/20/2020,549,484,,,
Del Norte County,10/20/2020,29,29,,,
El Dorado County,10/20/2020,46,43,,,
Fresno County,10/20/2020,363,348,28,28,
Glenn County,10/20/2020,,,,,
Humboldt County,10/20/2020,74,45,15,,
Imperial County,10/20/2020,136,26,80,79,
Inyo County,10/20/2020,,,,,
Kern County,10/20/2020,,,15,15,
Kings County,10/20/2020,64,58,,,
Lake County,10/20/2020,,,,,
Lassen County,10/20/2020,,,,,
Los Angeles County,10/20/2020,4563,3445,651,651,
Madera County ,10/20/2020,23,,,,
Marin County ,10/20/2020,85,71,44,,
Mariposa County,10/20/2020,,,,,
Mendocino County,10/20/2020,,,,,
Merced County,10/20/2020,75,17,,,
Modoc County,10/20/2020,,,,,
Mono County,10/20/2020,,,,,
Monterey County,10/20/2020,133,86,108,15,
Napa County ,10/20/2020,111,99,18,12,
Nevada County ,10/20/2020,56,,,,
Orange County,10/20/2020,692,185,78,78,
Placer County,10/20/2020,68,57,12,12,
Plumas County,10/20/2020,,,,,
Riverside County,10/20/2020,272,272,15,15,
Sacramento County,10/20/2020,382,370,63,63,
San Benito County,10/20/2020,,,,,
San Bernardino County,10/20/2020,427,427,20,,20
San Diego County,10/20/2020,828,119,44,44,
San Francisco,10/20/2020,2731,1994,91,91,
San Joaquin County,10/20/2020,73,63,,,
San Luis Obispo County,10/20/2020,155,,14,14,
San Mateo County,10/20/2020,168,168,,,
Santa Barbara County,10/20/2020,95,56,,,
Santa Clara County,10/20/2020,837,555,105,12,
Santa Cruz County,10/20/2020,241,150,35,,12
Shasta County,10/20/2020,93,90,,,
Sierra County,10/20/2020,,,,,
Siskiyou County,10/20/2020,,,,,
Solano County,10/20/2020,126,111,,,
Sonoma County,10/20/2020,94,78,24,24,
Stanislaus County,10/20/2020,123,68,,,
Sutter County,10/20/2020,21,15,,,
Tehama County,10/20/2020,,,,,
Trinity County,10/20/2020,,,,,
Tulare County,10/20/2020,133,86,,,
Tuolumne County,10/20/2020,21,21,,,
Ventura County,10/20/2020,341,144,,,
Yolo County,10/20/2020,156,146,,,
Yuba County,10/20/2020,,,,,
Wilton Rancheria Tribe,10/20/2020,,,,,
Bishop Paiute Tribal Council,10/20/2020,,,,,
Alameda County,10/21/2020,973,776,91,91,
Alpine County,10/21/2020,,,,,
Amador County,10/21/2020,,,,,
Butte County,10/21/2020,105,105,,,
Calaveras County,10/21/2020,29,,,,
Colusa County,10/21/2020,,,,,
Contra Costa County,10/21/2020,549,491,,,
Del Norte County,10/21/2020,29,29,,,
El Dorado County,10/21/2020,46,43,,,
Fresno County,10/21/2020,363,348,28,28,
Glenn County,10/21/2020,,,,,
Humboldt County,10/21/2020,74,45,15,,
Imperial County,10/21/2020,136,26,80,79,
Inyo County,10/21/2020,,,,,
Kern County,10/21/2020,,,15,15,
Kings County,10/21/2020,64,58,,,
Lake County,10/21/2020,,,,,
Lassen County,10/21/2020,,,,,
Los Angeles County,10/21/2020,4563,3452,651,651,
Madera County ,10/21/2020,23,,,,
Marin County ,10/21/2020,85,70,44,,
Mariposa County,10/21/2020,,,,,
Mendocino County,10/21/2020,,,,,
Merced County,10/21/2020,75,17,,,
Modoc County,10/21/2020,,,,,
Mono County,10/21/2020,,,,,
Monterey County,10/21/2020,133,86,108,15,
Napa County ,10/21/2020,111,99,18,12,
Nevada County ,10/21/2020,56,,,,
Orange County,10/21/2020,692,183,78,78,
Placer County,10/21/2020,68,57,12,12,
Plumas County,10/21/2020,,,,,
Riverside County,10/21/2020,268,270,15,15,
Sacramento County,10/21/2020,382,370,63,63,
San Benito County,10/21/2020,,,,,
San Bernardino County,10/21/2020,427,427,20,,20
San Diego County,10/21/2020,828,119,44,44,
San Francisco,10/21/2020,2731,1994,91,91,
San Joaquin County,10/21/2020,73,63,,,
San Luis Obispo County,10/21/2020,155,,14,14,
San Mateo County,10/21/2020,168,168,,,
Santa Barbara County,10/21/2020,95,55,,,
Santa Clara County,10/21/2020,837,558,105,12,
Santa Cruz County,10/21/2020,256,159,35,,12
Shasta County,10/21/2020,93,90,,,
Sierra County,10/21/2020,,,,,
Siskiyou County,10/21/2020,,,,,
Solano County,10/21/2020,126,111,,,
Sonoma County,10/21/2020,94,78,24,24,
Stanislaus County,10/21/2020,122,66,,,
Sutter County,10/21/2020,21,15,,,
Tehama County,10/21/2020,,,,,
Trinity County,10/21/2020,,,,,
Tulare County,10/21/2020,133,86,,,
Tuolumne County,10/21/2020,21,21,,,
Ventura County,10/21/2020,341,144,,,
Yolo County,10/21/2020,156,147,,,
Yuba County,10/21/2020,,,,,
Wilton Rancheria Tribe,10/21/2020,,,,,
Bishop Paiute Tribal Council,10/21/2020,,,,,
Alameda County,10/22/2020,973,773,91,91,
Alpine County,10/22/2020,,,,,
Amador County,10/22/2020,,,,,
Butte County,10/22/2020,105,105,,,
Calaveras County,10/22/2020,29,,,,
Colusa County,10/22/2020,,,,,
Contra Costa County,10/22/2020,549,492,,,
Del Norte County,10/22/2020,29,28,,,
El Dorado County,10/22/2020,46,43,,,
Fresno County,10/22/2020,363,348,28,28,
Glenn County,10/22/2020,,,,,
Humboldt County,10/22/2020,74,45,15,,
Imperial County,10/22/2020,136,25,80,79,
Inyo County,10/22/2020,,,,,
Kern County,10/22/2020,,,15,15,
Kings County,10/22/2020,64,58,,,
Lake County,10/22/2020,,,,,
Lassen County,10/22/2020,,,,,
Los Angeles County,10/22/2020,4563,3453,651,651,
Madera County ,10/22/2020,23,,,,
Marin County ,10/22/2020,85,70,44,,
Mariposa County,10/22/2020,,,,,
Mendocino County,10/22/2020,,,,,
Merced County,10/22/2020,40,23,,,
Modoc County,10/22/2020,,,,,
Mono County,10/22/2020,,,,,
Monterey County,10/22/2020,133,81,108,15,
Napa County ,10/22/2020,111,99,18,12,
Nevada County ,10/22/2020,56,,,,
Orange County,10/22/2020,692,172,78,78,
Placer County,10/22/2020,68,57,12,12,
Plumas County,10/22/2020,,,,,
Riverside County,10/22/2020,263,265,15,15,
Sacramento County,10/22/2020,382,370,63,63,
San Benito County,10/22/2020,,,,,
San Bernardino County,10/22/2020,427,427,20,,20
San Diego County,10/22/2020,828,116,44,44,
San Francisco,10/22/2020,2731,1967,91,91,
San Joaquin County,10/22/2020,73,62,,,
San Luis Obispo County,10/22/2020,155,,14,14,
San Mateo County,10/22/2020,168,168,,,
Santa Barbara County,10/22/2020,95,55,,,
Santa Clara County,10/22/2020,837,558,105,12,
Santa Cruz County,10/22/2020,256,154,35,,12
Shasta County,10/22/2020,93,90,,,
Sierra County,10/22/2020,,,,,
Siskiyou County,10/22/2020,,,,,
Solano County,10/22/2020,126,111,,,
Sonoma County,10/22/2020,94,78,24,24,
Stanislaus County,10/22/2020,122,66,,,
Sutter County,10/22/2020,21,15,,,
Tehama County,10/22/2020,,,,,
Trinity County,10/22/2020,,,,,
Tulare County,10/22/2020,133,85,,,
Tuolumne County,10/22/2020,21,21,,,
Ventura County,10/22/2020,341,144,,,
Yolo County,10/22/2020,157,146,,,
Yuba County,10/22/2020,,,,,
Wilton Rancheria Tribe,10/22/2020,,,,,
Bishop Paiute Tribal Council,10/22/2020,,,,,
Alameda County,10/23/2020,973,773,91,91,
Alpine County,10/23/2020,,,,,
Amador County,10/23/2020,,,,,
Butte County,10/23/2020,105,105,,,
Calaveras County,10/23/2020,29,,,,
Colusa County,10/23/2020,,,,,
Contra Costa County,10/23/2020,549,490,,,
Del Norte County,10/23/2020,29,28,,,
El Dorado County,10/23/2020,46,43,,,
Fresno County,10/23/2020,363,348,28,28,
Glenn County,10/23/2020,,,,,
Humboldt County,10/23/2020,74,45,15,,
Imperial County,10/23/2020,136,25,80,79,
Inyo County,10/23/2020,,,,,
Kern County,10/23/2020,,,15,15,
Kings County,10/23/2020,64,58,,,
Lake County,10/23/2020,,,,,
Lassen County,10/23/2020,,,,,
Los Angeles County,10/23/2020,4562,3452,651,651,
Madera County ,10/23/2020,23,,,,
Marin County ,10/23/2020,85,70,44,,
